PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Is_Compliant,Order_Month,Total_Original_Cost,Total_Negotiated_Cost,Savings,Has_Defect,Row_Defect_Rate,Has_Delivery_Issue,Savings_Rate
PO-00266,Delta_Logistics,2023-11-01,2023-11-05,MRO,Delivered,1570,52.1,47.87,,No,0,2023-11,81797.0,75155.9,6641.100000000006,0,,0,0.08119001919385804
PO-00267,Delta_Logistics,2023-10-24,2023-11-13,MRO,Delivered,491,108.75,93.35,,No,0,2023-10,53396.25,45834.85,7561.4000000000015,0,,0,0.14160919540229888
PO-00268,Beta_Supplies,2022-04-11,2022-04-20,Electronics,Partially Delivered,613,20.38,20.17,58.0,Yes,1,2022-04,12492.939999999999,12364.210000000001,128.72999999999774,1,0.09461663947797716,0,0.010304219823356052
PO-00269,Gamma_Co,2022-03-04,2022-03-16,Raw Materials,Partially Delivered,1341,46.27,43.94,63.0,Yes,1,2022-03,62048.07000000001,58923.53999999999,3124.5300000000134,1,0.04697986577181208,0,0.05035660255024875
PO-00270,Beta_Supplies,2023-02-17,2023-03-04,MRO,Partially Delivered,1583,103.57,89.38,164.0,Yes,1,2023-02,163951.31,141488.53999999998,22462.77000000002,1,0.10360075805432722,0,0.1370087863280874
PO-00271,Beta_Supplies,2022-12-14,,Raw Materials,Cancelled,1880,92.73,90.78,173.0,Yes,1,2022-12,174332.4,170666.4,3666.0,1,0.09202127659574467,1,0.021028793270786154
PO-00272,Epsilon_Group,2022-04-22,2022-04-26,MRO,Delivered,1459,84.79,82.72,47.0,Yes,1,2022-04,123708.61000000002,120688.48,3020.130000000019,1,0.03221384509938314,0,0.024413256280221878
PO-00273,Delta_Logistics,2022-09-12,,Office Supplies,Delivered,1460,34.54,31.87,208.0,No,0,2022-09,50428.4,46530.200000000004,3898.199999999997,1,0.14246575342465753,1,0.07730167921250718
PO-00274,Beta_Supplies,2022-07-16,2022-07-28,Packaging,Partially Delivered,1186,26.14,24.78,112.0,Yes,1,2022-07,31002.04,29389.08,1612.9599999999991,1,0.09443507588532883,0,0.052027543993879086
PO-00275,Epsilon_Group,2022-07-14,2022-07-23,MRO,Pending,1686,72.28,65.21,53.0,Yes,1,2022-07,121864.08,109944.05999999998,11920.020000000019,1,0.03143534994068802,1,0.09781405644715012
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,MRO,Delivered,1698,102.07,100.69,28.0,Yes,1,2023-07,173314.86,170971.62,2343.2399999999907,1,0.016489988221436984,0,0.013520133241892766
PO-00277,Epsilon_Group,2023-04-05,,Electronics,Delivered,1001,64.62,55.7,32.0,Yes,1,2023-04,64684.62,55755.700000000004,8928.919999999998,1,0.03196803196803197,1,0.1380377592076756
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,Office Supplies,Delivered,1154,62.67,54.11,25.0,Yes,1,2022-05,72321.18000000001,62442.94,9878.240000000005,1,0.021663778162911613,0,0.13658847933620558
PO-00279,Alpha_Inc,2023-03-09,2023-03-29,Packaging,Cancelled,748,37.66,32.71,,No,0,2023-03,28169.679999999997,24467.08,3702.599999999995,0,,1,0.1314391927774826
PO-00280,Alpha_Inc,2022-07-07,,Office Supplies,Delivered,162,81.63,78.76,2.0,Yes,1,2022-07,13224.06,12759.12,464.9399999999987,1,0.012345679012345678,1,0.03515864265588622
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,Packaging,Delivered,51,28.04,24.13,0.0,Yes,1,2022-10,1430.04,1230.6299999999999,199.41000000000008,0,0.0,0,0.1394436519258203
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,Office Supplies,Delivered,691,42.07,39.1,106.0,Yes,1,2023-04,29070.37,27018.100000000002,2052.269999999997,1,0.15340086830680175,0,0.07059662467316366
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,Office Supplies,Delivered,269,50.22,45.75,32.0,No,0,2022-09,13509.18,12306.75,1202.4300000000003,1,0.11895910780669144,0,0.0890083632019116
PO-00284,Beta_Supplies,2022-03-19,2022-04-06,Electronics,Pending,1639,56.24,55.4,147.0,Yes,1,2022-03,92177.36,90800.59999999999,1376.7600000000093,1,0.0896888346552776,1,0.014935988620199247
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,Raw Materials,Delivered,904,34.04,30.06,26.0,Yes,1,2023-03,30772.16,27174.239999999998,3597.920000000002,1,0.028761061946902654,0,0.1169212690951822
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,Office Supplies,Delivered,1809,22.17,19.65,,Yes,1,2023-07,40105.530000000006,35546.85,4558.680000000008,0,,0,0.11366711772665782
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,Packaging,Delivered,1298,65.93,58.95,,Yes,1,2022-04,85577.14000000001,76517.1,9060.040000000008,0,,0,0.10586986197482186
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,Packaging,Delivered,434,36.16,34.79,41.0,Yes,1,2022-02,15693.439999999999,15098.859999999999,594.5799999999999,1,0.0944700460829493,0,0.03788716814159292
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,Electronics,Delivered,1476,68.85,65.28,43.0,Yes,1,2023-10,101622.59999999999,96353.28,5269.319999999992,1,0.029132791327913278,0,0.05185185185185178
PO-00290,Delta_Logistics,2023-07-08,,Raw Materials,Partially Delivered,1711,26.04,24.81,290.0,Yes,1,2023-07,44554.439999999995,42449.909999999996,2104.529999999999,1,0.1694915254237288,1,0.04723502304147463
PO-00291,Gamma_Co,2022-01-16,2022-01-22,Packaging,Delivered,1203,53.3,47.68,49.0,Yes,1,2022-01,64119.899999999994,57359.04,6760.859999999993,1,0.040731504571903575,0,0.10544090056285169
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,Electronics,Delivered,1126,58.8,52.22,,Yes,1,2022-04,66208.8,58799.72,7409.080000000002,0,,0,0.11190476190476192
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,Packaging,Delivered,1757,15.18,13.06,63.0,Yes,1,2022-08,26671.26,22946.420000000002,3724.8399999999965,1,0.035856573705179286,0,0.13965744400526997
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,MRO,Delivered,779,41.3,36.28,20.0,Yes,1,2022-06,32172.699999999997,28262.120000000003,3910.5799999999945,1,0.025673940949935817,0,0.12154963680387393
PO-00295,Delta_Logistics,2023-02-21,2023-02-22,Office Supplies,Delivered,1745,23.53,22.57,282.0,No,0,2023-02,41059.85,39384.65,1675.199999999997,1,0.16160458452722062,0,0.040798980025499296
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,Raw Materials,Delivered,1783,16.96,15.8,295.0,Yes,1,2023-05,30239.68,28171.4,2068.279999999999,1,0.16545148625911385,0,0.0683962264150943
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,Office Supplies,Partially Delivered,1489,107.02,93.3,,Yes,1,2023-05,159352.78,138923.69999999998,20429.080000000016,0,,0,0.1282003363857224
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,Office Supplies,Delivered,296,40.38,35.25,,Yes,1,2022-08,11952.480000000001,10434.0,1518.4800000000014,0,,0,0.12704309063893027
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,MRO,Delivered,885,88.28,80.8,31.0,Yes,1,2023-02,78127.8,71508.0,6619.800000000003,1,0.03502824858757062,0,0.08473040326234711
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,Raw Materials,Pending,1512,33.25,30.15,53.0,Yes,1,2022-03,50274.0,45586.799999999996,4687.200000000004,1,0.03505291005291005,1,0.093233082706767
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,,No,0,2022-06,18426.24,17045.28,1380.9600000000028,0,,0,0.07494529540481415
PO-00302,Alpha_Inc,2023-01-24,,Electronics,Cancelled,1257,83.13,81.89,30.0,Yes,1,2023-01,104494.40999999999,102935.73,1558.679999999993,1,0.02386634844868735,1,0.014916396006255198
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,Packaging,Delivered,172,63.61,55.92,4.0,Yes,1,2022-01,10940.92,9618.24,1322.6800000000003,1,0.023255813953488372,0,0.12089294136142119
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,Packaging,Pending,450,55.85,49.88,9.0,Yes,1,2023-02,25132.5,22446.0,2686.5,1,0.02,1,0.10689346463742166
PO-00305,Gamma_Co,2022-09-29,2022-10-15,Electronics,Delivered,816,48.95,43.42,45.0,Yes,1,2022-09,39943.200000000004,35430.72,4512.480000000003,1,0.05514705882352941,0,0.11297242083758945
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,Packaging,Delivered,343,44.5,38.57,7.0,Yes,1,2023-04,15263.5,13229.51,2033.9899999999998,1,0.02040816326530612,0,0.13325842696629212
PO-00307,Gamma_Co,2022-10-20,2022-11-05,MRO,Delivered,329,97.87,85.35,21.0,No,0,2022-10,32199.230000000003,28080.149999999998,4119.080000000005,1,0.06382978723404255,0,0.12792479820169628
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,Electronics,Delivered,1910,90.69,85.8,,Yes,1,2023-03,173217.9,163878.0,9339.899999999994,0,,0,0.05391994707244456
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,MRO,Delivered,933,107.99,104.29,29.0,Yes,1,2023-12,100754.67,97302.57,3452.0999999999913,1,0.031082529474812434,0,0.03426243170663942
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,Raw Materials,Delivered,1683,23.09,21.88,253.0,Yes,1,2023-07,38860.47,36824.04,2036.4300000000003,1,0.1503267973856209,0,0.05240363793850152
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,Packaging,Pending,247,84.11,71.97,,Yes,1,2023-11,20775.17,17776.59,2998.579999999998,0,,1,0.14433479966710253
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,MRO,Delivered,1031,102.01,98.65,,Yes,1,2023-05,105172.31000000001,101708.15000000001,3464.1600000000035,0,,0,0.03293794726007257
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,Packaging,Delivered,1980,26.97,24.16,41.0,Yes,1,2022-06,53400.6,47836.8,5563.799999999996,1,0.02070707070707071,0,0.1041898405635891
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,Raw Materials,Delivered,1584,16.46,14.2,57.0,Yes,1,2022-07,26072.640000000003,22492.8,3579.840000000004,1,0.03598484848484849,0,0.13730255164034036
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,Office Supplies,Delivered,801,80.15,70.91,,Yes,1,2022-10,64200.15,56798.909999999996,7401.240000000005,0,,0,0.11528384279475991
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,Packaging,Delivered,193,63.86,57.46,,Yes,1,2022-08,12324.98,11089.78,1235.199999999999,0,,0,0.10021922956467263
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,Raw Materials,Delivered,658,86.62,79.85,72.0,Yes,1,2022-03,56995.96000000001,52541.299999999996,4454.660000000011,1,0.1094224924012158,0,0.07815746940660373
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,Electronics,Delivered,1274,24.72,23.36,37.0,Yes,1,2023-08,31493.28,29760.64,1732.6399999999994,1,0.029042386185243328,0,0.05501618122977345
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,Packaging,Partially Delivered,1197,88.92,78.82,31.0,Yes,1,2023-07,106437.24,94347.54,12089.700000000012,1,0.025898078529657476,0,0.11358524516419263
PO-00320,Gamma_Co,2022-03-04,2022-03-12,Electronics,Delivered,236,28.43,28.11,11.0,Yes,1,2022-03,6709.48,6633.96,75.51999999999953,1,0.046610169491525424,0,0.011255715793176153
PO-00321,Gamma_Co,2022-11-18,2022-12-03,Raw Materials,Partially Delivered,1399,25.97,22.19,62.0,Yes,1,2022-11,36332.03,31043.81,5288.2199999999975,1,0.04431736954967834,0,0.1455525606469002
PO-00322,Gamma_Co,2022-02-28,2022-03-04,Electronics,Delivered,513,24.91,22.58,29.0,Yes,1,2022-02,12778.83,11583.539999999999,1195.2900000000009,1,0.056530214424951264,0,0.09353673223604984
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,MRO,Delivered,1422,83.73,76.47,198.0,Yes,1,2022-02,119064.06000000001,108740.34,10323.720000000016,1,0.13924050632911392,0,0.08670727337871743
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,Office Supplies,Delivered,1844,76.51,73.05,,Yes,1,2023-08,141084.44,134704.19999999998,6380.24000000002,0,,0,0.04522284668670776
PO-00325,Gamma_Co,2023-05-04,,Electronics,Delivered,709,61.64,54.55,41.0,Yes,1,2023-05,43702.76,38675.95,5026.810000000005,1,0.05782792665726375,1,0.11502271252433495
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,,No,0,2023-05,37137.84,33967.14,3170.699999999997,0,,0,0.0853765323992994
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,Office Supplies,Delivered,1004,96.51,92.9,146.0,No,0,2023-06,96896.04000000001,93271.6,3624.4400000000023,1,0.1454183266932271,0,0.03740545021241324
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,Raw Materials,Delivered,452,46.45,40.39,9.0,Yes,1,2022-06,20995.4,18256.28,2739.1200000000026,1,0.01991150442477876,0,0.13046286329386447
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,Raw Materials,Pending,1419,83.91,71.46,137.0,Yes,1,2022-02,119068.29,101401.73999999999,17666.550000000003,1,0.09654686398872446,1,0.14837325706113696
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,Packaging,Delivered,1584,53.73,51.92,167.0,No,0,2023-06,85108.31999999999,82241.28,2867.0399999999936,1,0.10542929292929293,0,0.033686953284943165
PO-00331,Gamma_Co,2022-03-24,2022-04-11,MRO,Pending,196,44.36,43.81,6.0,Yes,1,2022-03,8694.56,8586.76,107.79999999999927,1,0.030612244897959183,1,0.012398557258791621
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,Office Supplies,Delivered,1221,53.19,46.18,29.0,Yes,1,2022-07,64944.99,56385.78,8559.21,1,0.02375102375102375,0,0.13179169016732467
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,Packaging,Delivered,913,37.5,36.2,,Yes,1,2022-03,34237.5,33050.600000000006,1186.8999999999942,0,,0,0.0346666666666665
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,Packaging,Delivered,1784,85.01,76.69,37.0,Yes,1,2023-09,151657.84,136814.96,14842.880000000005,1,0.020739910313901346,0,0.09787083872485593
PO-00335,Delta_Logistics,2022-03-11,,Raw Materials,Delivered,1893,55.8,52.35,,Yes,1,2022-03,105629.4,99098.55,6530.849999999991,0,,1,0.06182795698924723
PO-00336,Delta_Logistics,2023-11-23,2023-12-05,Electronics,Pending,538,34.3,32.25,84.0,No,0,2023-11,18453.399999999998,17350.5,1102.8999999999978,1,0.15613382899628253,1,0.05976676384839639
PO-00337,Delta_Logistics,2022-08-29,2022-09-15,Office Supplies,Pending,978,94.15,87.7,149.0,No,0,2022-08,92078.70000000001,85770.6,6308.100000000006,1,0.1523517382413088,1,0.06850770047796076
PO-00338,Epsilon_Group,2023-02-18,2023-03-06,Raw Materials,Cancelled,1713,47.45,42.05,53.0,Yes,1,2023-02,81281.85,72031.65,9250.200000000012,1,0.030939871570344425,1,0.11380400421496326
PO-00339,Delta_Logistics,2022-05-03,2022-05-07,Raw Materials,Pending,600,60.1,57.92,95.0,No,0,2022-05,36060.0,34752.0,1308.0,1,0.15833333333333333,1,0.03627287853577371
PO-00340,Alpha_Inc,2023-08-07,2023-08-25,Electronics,Pending,387,100.28,85.54,5.0,Yes,1,2023-08,38808.36,33103.98,5704.379999999997,1,0.012919896640826873,1,0.14698843238930986
PO-00341,Alpha_Inc,2022-09-10,2022-09-19,MRO,Pending,921,68.83,59.13,22.0,Yes,1,2022-09,63392.43,54458.73,8933.699999999997,1,0.023887079261672096,1,0.14092692140055205
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,MRO,Delivered,690,22.47,21.94,77.0,Yes,1,2023-08,15504.3,15138.6,365.6999999999989,1,0.11159420289855072,0,0.02358700489541604
PO-00343,Alpha_Inc,2023-09-01,2023-09-21,Office Supplies,Cancelled,1852,104.04,94.89,36.0,Yes,1,2023-09,192682.08000000002,175736.28,16945.800000000017,1,0.019438444924406047,1,0.08794694348327575
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,Electronics,Delivered,522,66.83,58.01,74.0,Yes,1,2022-02,34885.26,30281.219999999998,4604.0400000000045,1,0.1417624521072797,0,0.1319766571898849
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,Electronics,Delivered,200,44.16,43.13,21.0,Yes,1,2023-09,8832.0,8626.0,206.0,1,0.105,0,0.02332427536231884
PO-00346,Gamma_Co,2022-03-25,2022-04-03,Packaging,Delivered,1488,22.76,21.99,,Yes,1,2022-03,33866.880000000005,32721.12,1145.7600000000057,0,,0,0.033831282952548496
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,Electronics,Delivered,1371,87.16,78.13,43.0,Yes,1,2023-03,119496.36,107116.23,12380.130000000005,1,0.031363967906637494,0,0.10360256998623225
PO-00348,Alpha_Inc,2023-11-05,,Office Supplies,Delivered,1684,73.05,62.53,,Yes,1,2023-11,123016.2,105300.52,17715.679999999993,0,,1,0.14401095140314848
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,Electronics,Delivered,312,63.52,58.09,,Yes,1,2023-08,19818.24,18124.08,1694.1599999999999,0,,0,0.08548488664987404
PO-00350,Alpha_Inc,2023-08-02,2023-08-21,Packaging,Cancelled,1837,99.04,86.51,39.0,Yes,1,2023-08,181936.48,158918.87,23017.610000000015,1,0.021230266739248774,1,0.12651453957996778
PO-00351,Beta_Supplies,2023-06-20,2023-06-23,MRO,Delivered,193,87.86,81.74,21.0,Yes,1,2023-06,16956.98,15775.82,1181.1599999999999,1,0.10880829015544041,0,0.0696562713407694
PO-00352,Beta_Supplies,2022-11-20,2022-11-21,Electronics,Delivered,395,24.83,23.96,31.0,Yes,1,2022-11,9807.849999999999,9464.2,343.6499999999978,1,0.07848101265822785,0,0.03503826016915
PO-00353,Epsilon_Group,2022-09-25,2022-10-12,Electronics,Cancelled,673,39.58,35.83,25.0,Yes,1,2022-09,26637.34,24113.59,2523.75,1,0.03714710252600297,1,0.09474482061647296
PO-00354,Delta_Logistics,2022-07-29,2022-08-12,Office Supplies,Cancelled,1066,33.33,28.47,162.0,No,0,2022-07,35529.78,30349.02,5180.759999999998,1,0.15196998123827393,1,0.14581458145814577
PO-00355,Gamma_Co,2023-11-17,2023-11-23,Packaging,Delivered,1645,85.42,80.78,73.0,No,0,2023-11,140515.9,132883.1,7632.799999999988,1,0.04437689969604863,0,0.05431983142121275
PO-00356,Alpha_Inc,2022-11-18,2022-11-29,Electronics,Delivered,930,13.67,11.95,16.0,Yes,1,2022-11,12713.1,11113.5,1599.6000000000004,1,0.017204301075268817,0,0.12582297000731532
PO-00357,Alpha_Inc,2022-09-02,2022-09-21,Office Supplies,Delivered,51,63.74,56.1,0.0,Yes,1,2022-09,3250.7400000000002,2861.1,389.6400000000003,0,0.0,0,0.1198619391277064
PO-00358,Gamma_Co,2022-09-29,2022-10-01,Packaging,Delivered,946,81.77,71.65,55.0,Yes,1,2022-09,77354.42,67780.90000000001,9573.51999999999,1,0.05813953488372093,0,0.12376177082059421
PO-00359,Epsilon_Group,2023-02-10,2023-03-02,Raw Materials,Partially Delivered,1377,94.69,84.2,,Yes,1,2023-02,130388.12999999999,115943.40000000001,14444.729999999981,0,,0,0.11078255359594452
PO-00360,Epsilon_Group,2022-05-15,2022-05-18,Packaging,Cancelled,303,41.6,40.51,11.0,Yes,1,2022-05,12604.800000000001,12274.529999999999,330.27000000000226,1,0.036303630363036306,1,0.026201923076923254
PO-00361,Alpha_Inc,2023-11-19,2023-12-03,Raw Materials,Delivered,1725,93.14,79.62,24.0,Yes,1,2023-11,160666.5,137344.5,23322.0,1,0.01391304347826087,0,0.14515782692720636
PO-00362,Beta_Supplies,2023-10-23,2023-11-07,Raw Materials,Cancelled,502,22.05,20.65,50.0,No,0,2023-10,11069.1,10366.3,702.8000000000011,1,0.099601593625498,1,0.06349206349206359
PO-00363,Gamma_Co,2022-11-04,2022-11-11,Packaging,Delivered,1110,90.49,80.03,61.0,Yes,1,2022-11,100443.9,88833.3,11610.599999999991,1,0.054954954954954956,0,0.1155928831915128
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,Packaging,Delivered,1233,23.08,20.57,,Yes,1,2023-04,28457.64,25362.81,3094.829999999998,0,,0,0.10875216637781622
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,Office Supplies,Delivered,1064,48.04,43.6,94.0,Yes,1,2022-11,51114.56,46390.4,4724.159999999996,1,0.08834586466165413,0,0.09242298084929218
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,Packaging,Partially Delivered,58,82.57,76.55,,Yes,1,2022-03,4789.0599999999995,4439.9,349.15999999999985,0,,0,0.07290783577570543
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,MRO,Delivered,1306,23.49,20.17,116.0,No,0,2022-01,30677.94,26342.02,4335.919999999998,1,0.0888208269525268,0,0.1413367390378884
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,Electronics,Delivered,1172,32.93,29.28,,No,0,2023-04,38593.96,34316.16,4277.799999999996,0,,0,0.11084117825690848
PO-00369,Alpha_Inc,2023-09-29,,Packaging,Delivered,1732,82.5,71.71,24.0,Yes,1,2023-09,142890.0,124201.71999999999,18688.280000000013,1,0.013856812933025405,1,0.13078787878787887
PO-00370,Gamma_Co,2023-07-31,2023-08-07,Raw Materials,Delivered,865,81.54,71.59,39.0,Yes,1,2023-07,70532.1,61925.350000000006,8606.75,1,0.04508670520231214,0,0.1220259995094432
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,Raw Materials,Delivered,257,68.72,66.92,22.0,Yes,1,2022-04,17661.04,17198.44,462.6000000000022,1,0.08560311284046693,0,0.026193247962747503
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,Packaging,Delivered,1204,73.18,67.59,31.0,Yes,1,2022-03,88108.72,81378.36,6730.360000000001,1,0.02574750830564784,0,0.07638699098114239
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,Electronics,Partially Delivered,453,64.14,60.18,51.0,Yes,1,2023-07,29055.420000000002,27261.54,1793.880000000001,1,0.11258278145695365,0,0.06173994387277833
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,Electronics,Delivered,201,33.81,32.54,3.0,Yes,1,2022-08,6795.81,6540.54,255.27000000000044,1,0.014925373134328358,0,0.03756285122744756
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,Office Supplies,Delivered,103,44.61,42.88,10.0,Yes,1,2023-06,4594.83,4416.64,178.1899999999996,1,0.0970873786407767,0,0.03878054247926465
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,Office Supplies,Delivered,1193,27.4,27.09,,Yes,1,2022-09,32688.199999999997,32318.37,369.8299999999981,0,,0,0.01131386861313863
PO-00377,Gamma_Co,2022-05-16,2022-05-28,Office Supplies,Partially Delivered,1746,93.6,89.81,85.0,Yes,1,2022-05,163425.59999999998,156808.26,6617.339999999967,1,0.04868270332187858,0,0.0404914529914528
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,Electronics,Delivered,1993,65.94,59.36,,Yes,1,2022-12,131418.41999999998,118304.48,13113.939999999988,0,,0,0.09978768577494684
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,Raw Materials,Delivered,677,46.54,43.11,,No,0,2022-03,31507.579999999998,29185.47,2322.109999999997,0,,0,0.07370004297378589
PO-00380,Alpha_Inc,2022-09-08,,Office Supplies,Pending,636,53.64,49.23,18.0,Yes,1,2022-09,34115.04,31310.28,2804.760000000002,1,0.02830188679245283,1,0.0822147651006712
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,Packaging,Delivered,1698,100.97,98.73,52.0,Yes,1,2023-01,171447.06,167643.54,3803.5199999999895,1,0.030624263839811542,0,0.022184807368525242
PO-00382,Gamma_Co,2022-10-19,2022-11-01,Office Supplies,Delivered,1493,24.87,22.89,56.0,Yes,1,2022-10,37130.91,34174.770000000004,2956.1399999999994,1,0.03750837240455459,0,0.07961399276236428
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,Packaging,Delivered,1495,64.33,58.18,26.0,Yes,1,2022-06,96173.34999999999,86979.1,9194.249999999985,1,0.017391304347826087,0,0.09560080833203778
PO-00384,Alpha_Inc,2023-03-25,2023-04-07,Packaging,Cancelled,153,59.42,52.0,3.0,Yes,1,2023-03,9091.26,7956.0,1135.2600000000002,1,0.0196078431372549,1,0.12487377987209695
PO-00385,Delta_Logistics,2023-07-11,2023-07-22,Raw Materials,Cancelled,1925,70.88,63.41,292.0,Yes,1,2023-07,136444.0,122064.25,14379.75,1,0.15168831168831168,1,0.10538939051918736
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,Packaging,Delivered,303,12.97,11.42,,No,0,2023-12,3929.9100000000003,3460.2599999999998,469.65000000000055,0,,0,0.11950655358519674
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,Office Supplies,Delivered,1300,92.92,90.63,,Yes,1,2022-11,120796.0,117819.0,2977.0,0,,0,0.02464485578992682
PO-00388,Gamma_Co,2023-09-19,2023-09-23,Raw Materials,Delivered,1185,103.28,99.05,,Yes,1,2023-09,122386.8,117374.25,5012.550000000003,0,,0,0.040956622773044175
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,Raw Materials,Delivered,559,67.56,57.98,15.0,Yes,1,2023-11,37766.04,32410.82,5355.220000000001,1,0.026833631484794274,0,0.14179988158673773
PO-00390,Epsilon_Group,2023-06-26,2023-06-29,Electronics,Pending,1546,78.88,78.0,38.0,Yes,1,2023-06,121948.48,120588.0,1360.479999999996,1,0.02457956015523933,1,0.011156186612576032
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,Packaging,Delivered,148,93.02,85.96,4.0,Yes,1,2022-01,13766.96,12722.08,1044.8799999999992,1,0.02702702702702703,0,0.07589765641797458
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,Office Supplies,Delivered,202,81.75,78.26,37.0,No,0,2023-11,16513.5,15808.52,704.9799999999996,1,0.18316831683168316,0,0.042691131498470924
PO-00393,Gamma_Co,2023-07-22,2023-07-28,Packaging,Delivered,1934,25.86,25.6,78.0,Yes,1,2023-07,50013.24,49510.4,502.8399999999965,1,0.04033092037228542,0,0.010054137664346412
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,Office Supplies,Delivered,963,64.96,64.07,20.0,Yes,1,2022-11,62556.479999999996,61699.409999999996,857.0699999999997,1,0.020768431983385256,0,0.013700738916256153
PO-00395,Gamma_Co,2023-11-11,2023-11-18,MRO,Delivered,1969,71.71,61.96,,Yes,1,2023-11,141196.99,121999.24,19197.749999999985,0,,0,0.13596430065541756
PO-00396,Delta_Logistics,2022-04-17,,Electronics,Delivered,927,48.89,46.05,138.0,Yes,1,2022-04,45321.03,42688.35,2632.6800000000003,1,0.1488673139158576,1,0.058089588872980165
PO-00397,Delta_Logistics,2022-05-18,2022-05-23,Raw Materials,Cancelled,387,77.81,69.04,67.0,Yes,1,2022-05,30112.47,26718.480000000003,3393.989999999998,1,0.1731266149870801,1,0.1127104485284667
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,Electronics,Delivered,1779,97.86,94.36,176.0,Yes,1,2022-09,174092.94,167866.44,6226.5,1,0.09893198426082069,0,0.035765379113018594
PO-00399,Gamma_Co,2022-04-29,2022-05-05,MRO,Pending,871,94.7,92.66,46.0,Yes,1,2022-04,82483.7,80706.86,1776.8399999999965,1,0.05281285878300804,1,0.02154171066525867
